on_time_flag,detention_minutes,weight_lbs,typical_distance_miles,base_rate_per_mile,years_experience,revenue,actual_duration_hours,typical_transit_days
True,114,21674,1984,1.72,10.0,3662.85,33.5,3
False,234,24836,1749,2.38,24.0,3853.71,28.9,3
False,168,20523,1984,1.72,11.0,3050.16,36.3,3
True,45,38375,1311,2.71,19.0,3896.33,24.8,2
True,56,34570,2172,1.89,2.0,4016.86,37.5,3
False,113,11461,2389,2.71,10.0,6315.07,39.7,4
False,230,42688,2108,2.45,20.0,5639.23,40.8,3
True,123,35535,804,1.63,6.0,1174.77,15.1,1
True,0,27978,92,2.79,14.0,275.09,1.6,1
True,216,12293,1311,2.71,11.0,4070.08,21.7,2
False,31,41668,2108,2.45,15.0,5919.51,37.4,3
False,135,32922,762,2.62,7.0,1868.09,14.0,1
False,221,27753,2017,1.84,3.0,3549.26,39.4,3
True,84,25368,640,2.19,6.0,1193.16,11.3,1
True,0,20337,640,2.19,6.0,1538.88,11.3,1
False,105,37961,2561,1.52,21.0,3592.96,48.1,4
True,104,19517,1229,1.69,23.0,2362.06,20.9,2
True,188,40663,1749,2.41,15.0,4131.47,31.2,3
False,204,25079,262,2.63,2.0,712.49,4.3,1
True,83,43621,2561,1.52,3.0,3464.93,52.6,4
True,194,28521,2147,2.48,2.0,5125.68,40.0,3
False,234,12961,640,2.19,11.0,1281.84,10.9,1
False,0,41223,878,1.95,12.0,1593.51,15.8,1
False,2,14419,2259,1.99,20.0,4788.61,42.0,3
True,122,16649,1271,2.02,23.0,2561.91,20.7,2
False,74,39182,1204,2.14,13.0,2226.23,22.8,2
True,16,28861,2561,1.52,23.0,4322.86,51.6,4
True,76,27618,1559,1.55,11.0,2162.72,32.6,2
True,221,20114,2389,2.71,15.0,6628.81,49.7,4
True,34,35615,1749,2.38,18.0,3840.74,33.4,3
True,191,30151,677,1.7,19.0,1054.17,11.6,1
False,190,24701,677,1.7,3.0,1183.73,10.7,1
False,5,32247,2332,2.69,13.0,5622.57,41.2,4
False,7,20080,2172,1.77,23.0,3335.05,39.9,3
True,113,20435,2332,2.69,24.0,6496.57,38.4,4
True,167,32124,92,2.79,19.0,257.24,1.6,1
False,0,23900,2172,1.89,19.0,4615.84,34.0,3
False,0,34838,2172,1.89,3.0,4488.0,37.3,3
False,92,18445,762,2.62,23.0,1862.98,13.0,1
True,0,38592,597,2.33,21.0,1247.48,11.0,1
True,187,44185,2269,2.74,12.0,6705.4,35.0,3
True,88,10429,1216,2.75,20.0,3778.77,24.3,2
False,117,15593,677,1.7,10.0,1256.43,13.0,1
True,25,13299,519,2.27,21.0,1094.99,10.4,1
True,7,13955,2108,2.45,17.0,5083.29,41.9,3
False,179,16702,921,2.45,7.0,2545.74,15.7,1
True,162,23341,720,2.62,19.0,1977.81,12.5,1
True,0,23290,1276,2.33,18.0,2782.35,24.5,2
True,177,39092,2627,2.69,18.0,6248.35,43.6,4
True,18,37718,1130,1.81,20.0,2294.57,17.5,1
True,225,11563,675,2.13,23.0,1524.42,12.7,1
True,29,21148,2623,2.39,6.0,5892.51,50.1,4
False,31,37301,92,2.79,19.0,250.7,1.6,1
True,123,11744,167,2.42,4.0,455.42,3.4,1
True,167,27198,2623,2.39,17.0,7193.21,56.1,4
True,238,28264,2389,2.71,5.0,5953.3,45.2,4
False,67,37763,92,2.79,3.0,254.01,1.8,1
False,115,37015,1576,2.54,11.0,4449.84,29.4,2
False,158,16618,2147,2.48,21.0,5846.5,43.7,3
False,59,16902,878,1.95,17.0,1807.24,14.7,1
True,71,19885,1576,2.54,14.0,4253.45,30.4,2
True,5,36730,547,1.69,15.0,836.33,9.1,1
True,119,39395,167,2.42,10.0,455.22,2.6,1
False,108,34673,2623,2.39,5.0,7200.52,45.8,4
True,0,13690,1276,2.33,17.0,2697.76,21.5,2
False,68,17094,1044,2.08,21.0,2225.62,19.6,1
True,103,34621,262,2.63,25.0,642.54,5.1,1
True,140,14195,1984,1.72,21.0,3681.68,37.1,3
True,146,34868,2332,2.69,2.0,6653.51,37.1,4
False,72,22154,1271,2.33,11.0,2747.13,22.7,2
True,69,38782,1271,2.33,20.0,2563.4,21.7,2
False,153,12911,1984,1.72,18.0,3368.87,34.1,3
True,158,41515,1559,1.55,20.0,2321.2,24.2,2
False,52,28589,519,2.27,4.0,1280.2,10.7,1
True,8,29980,2172,1.89,21.0,4573.48,36.9,3
True,149,33213,1216,2.75,23.0,3419.48,21.3,2
False,88,38295,2172,1.89,24.0,3741.99,36.4,3
True,165,38445,670,2.07,21.0,1519.85,11.5,1
False,0,38120,1229,1.69,6.0,1895.87,20.1,2
False,94,31847,2172,1.77,16.0,4142.56,35.5,3
True,0,34760,1311,2.71,10.0,3218.6,24.9,2
True,224,28423,720,2.62,10.0,1890.88,11.6,1
True,83,37631,2332,2.69,12.0,7148.12,38.4,4
True,41,40396,2332,2.12,3.0,5027.04,37.4,4
True,186,32044,1557,2.01,7.0,2822.61,30.7,2
True,195,18798,2627,2.69,15.0,7280.91,43.2,4
True,106,12671,92,1.61,18.0,149.83,1.6,1
True,91,20844,557,1.95,3.0,1016.8,9.2,1
True,210,29466,675,2.13,20.0,1350.44,12.1,1
False,146,11539,2623,2.39,12.0,6406.4,51.9,4
True,2,26067,2561,1.52,25.0,3429.72,49.7,4
False,8,16767,777,2.35,20.0,1863.72,15.7,1
True,73,28145,1311,2.71,11.0,3977.76,21.4,2
False,110,26569,1429,2.51,11.0,3324.35,25.0,2
False,47,34873,1271,2.33,14.0,2938.9,22.2,2
False,0,15079,1276,2.33,16.0,2757.57,23.0,2
False,188,22520,2561,1.52,5.0,4414.9,45.4,4
False,123,14753,2389,2.71,10.0,7294.41,46.2,4
False,191,29328,673,1.7,18.0,978.1,12.8,1
False,199,37398,1175,2.48,23.0,3026.24,23.9,2
False,1,20410,1749,2.41,24.0,4235.63,31.6,3
True,133,36915,1984,1.72,4.0,3222.14,31.1,3
False,29,41140,1311,2.71,12.0,3125.98,25.4,2
True,104,43980,1044,2.08,23.0,1905.14,16.2,1
True,39,34824,2147,2.48,25.0,4532.58,36.4,3
False,64,17622,720,2.62,15.0,1636.09,11.1,1
True,0,31283,1984,1.72,10.0,3215.23,41.2,3
True,234,40547,2017,1.84,11.0,3188.15,36.0,3
True,42,19716,720,2.62,23.0,2109.89,14.3,1
True,145,22334,677,1.7,7.0,1129.4,14.0,1
True,0,32319,670,2.07,19.0,1533.46,11.3,1
True,48,36537,2003,2.55,14.0,4788.39,42.6,3
True,0,31595,92,2.79,11.0,236.44,1.5,1
True,0,31638,262,2.63,11.0,589.67,4.5,1
True,86,12184,640,2.19,7.0,1497.65,10.7,1
False,235,32131,3141,1.65,21.0,4801.27,60.3,5
False,113,32980,2623,2.39,9.0,6417.07,54.3,4
False,167,30540,777,2.35,25.0,1900.75,16.0,1
False,225,39832,2627,2.69,25.0,7772.32,51.2,4
False,134,21160,670,2.07,24.0,1257.77,11.6,1
True,16,25427,597,2.33,23.0,1475.84,9.6,1
True,204,30991,167,2.42,6.0,454.18,2.6,1
False,127,30519,2172,1.77,15.0,4307.5,35.7,3
False,12,42661,597,2.33,23.0,1381.78,11.1,1
True,131,40521,2389,2.71,3.0,5839.67,44.3,4
False,185,21917,519,2.27,15.0,1246.45,9.3,1
True,134,28202,697,2.08,18.0,1370.7,12.4,1
False,0,17678,1718,2.47,5.0,4392.21,33.7,2
True,111,44745,1271,2.02,23.0,2607.92,21.4,2
False,118,25933,1557,2.01,23.0,2776.66,30.8,2
True,213,36898,2332,2.12,11.0,4207.08,43.3,4
False,194,13496,697,2.08,6.0,1467.81,11.9,1
False,180,13246,1429,2.51,18.0,3241.59,24.7,2
True,0,20103,2017,1.84,13.0,3280.2,33.7,3
False,191,41892,1204,2.14,23.0,2750.93,23.1,2
False,221,12184,670,2.07,19.0,1224.66,13.9,1
True,93,34294,1175,2.48,13.0,3321.64,19.7,2
True,7,22094,597,2.33,14.0,1286.96,11.6,1
False,0,13209,2729,2.5,9.0,7295.35,45.7,4
False,206,31258,1271,2.02,21.0,2938.88,20.8,2
True,194,17828,2332,2.69,21.0,7121.85,42.8,4
True,129,44067,1276,2.33,25.0,2800.87,21.1,2
True,62,26745,262,2.63,25.0,768.75,5.1,1
True,143,38486,2332,2.69,2.0,5415.68,44.7,4
False,37,28442,1271,2.33,18.0,2886.67,25.4,2
False,188,42934,1429,2.51,23.0,3387.78,23.4,2
True,5,23147,677,1.7,3.0,1209.94,13.6,1
False,83,27725,675,2.13,11.0,1257.41,12.2,1
False,122,29575,1749,2.41,6.0,3639.11,33.9,3
True,98,12502,1311,2.71,23.0,3324.51,26.2,2
True,95,23221,519,2.27,5.0,1188.03,10.2,1
False,25,28947,1718,2.47,15.0,3793.16,31.3,2
False,0,25924,1840,1.85,22.0,3590.57,35.8,3
True,0,38809,476,2.06,10.0,961.22,9.3,1
False,146,34040,1216,2.75,3.0,3589.42,25.7,2
True,0,31233,2623,2.39,19.0,7200.01,52.6,4
False,116,25391,476,2.06,21.0,1121.53,9.5,1
True,117,15234,2003,2.55,20.0,4713.78,40.9,3
False,230,32248,1271,2.02,16.0,2797.41,23.7,2
False,74,26158,2108,2.45,22.0,4772.28,36.2,3
False,86,16214,1204,2.14,23.0,2240.47,24.5,2
True,142,29028,1557,2.01,19.0,3067.2,25.0,2
True,128,44774,1216,2.75,4.0,3115.65,23.3,2
False,121,22873,1840,1.85,21.0,3762.65,30.8,3
False,73,43830,1984,1.72,14.0,3327.36,36.6,3
False,14,42231,2623,2.47,5.0,5774.74,48.4,4
False,49,38655,1175,2.48,23.0,2483.63,24.6,2
False,0,25216,673,1.7,10.0,1228.47,12.7,1
False,157,20134,519,2.27,23.0,1241.3,9.0,1
False,213,32056,2108,2.45,25.0,5250.19,37.2,3
True,93,26961,1175,2.48,23.0,2585.13,23.8,2
False,158,38005,1229,1.69,23.0,2174.43,21.9,2
True,113,16085,640,2.19,17.0,1205.85,12.3,1
True,181,22390,777,2.35,19.0,1624.73,14.2,1
True,198,11808,1429,2.51,6.0,3862.32,26.5,2
False,81,43447,2259,1.99,11.0,4197.43,43.4,3
False,158,17702,878,1.95,5.0,1847.46,15.5,1
True,79,13357,1429,2.51,8.0,3275.66,23.0,2
True,177,34081,1984,1.72,3.0,3221.07,35.3,3
False,94,23906,2172,1.77,18.0,3322.54,40.9,3
False,69,14234,2561,1.52,23.0,3442.68,46.5,4
True,91,30908,92,1.61,6.0,145.31,1.6,1
True,59,44695,762,2.62,2.0,1873.02,13.9,1
False,112,43482,1130,1.81,23.0,1965.64,23.2,1
True,154,38949,640,2.19,15.0,1384.13,12.6,1
True,164,38685,1576,2.54,11.0,4592.59,30.8,2
True,73,18802,557,1.95,3.0,1232.67,9.7,1
False,0,29738,762,2.62,3.0,1718.52,13.8,1
True,38,20522,697,2.08,7.0,1658.33,14.0,1
False,212,36358,2108,2.45,6.0,5414.27,41.3,3
True,146,21142,1276,2.33,7.0,2559.32,21.4,2
True,198,44904,3141,1.65,21.0,5948.21,55.8,5
False,110,33012,1311,2.71,4.0,3467.2,23.6,2
True,68,24650,2623,2.47,23.0,6076.56,52.5,4
False,20,22422,1718,2.47,23.0,3833.87,32.2,2
False,40,16516,1559,1.55,2.0,2336.37,26.4,2
False,20,35955,476,2.06,23.0,914.32,7.7,1
True,143,20108,92,1.61,15.0,140.04,1.9,1
False,238,16457,3141,1.65,14.0,4748.04,53.6,5
False,9,35079,557,1.95,15.0,1020.38,10.8,1
True,209,35011,557,1.95,20.0,1106.61,9.3,1
False,37,32408,1044,2.08,25.0,2429.35,18.6,1
False,59,42507,762,2.62,23.0,2160.81,13.4,1
False,47,27744,519,2.27,13.0,1023.73,9.1,1
True,49,11481,2623,2.39,21.0,6296.4,44.0,4
False,234,43105,1559,1.55,6.0,2532.61,27.2,2
True,55,22692,777,2.35,21.0,1915.12,15.3,1
True,118,10621,1984,1.72,4.0,3008.91,35.2,3
False,225,29854,2561,1.52,22.0,3895.58,41.8,4
False,127,39882,777,2.35,23.0,1877.27,16.6,1
False,176,33840,712,1.94,20.0,1315.33,11.2,1
True,212,26516,677,1.7,21.0,1300.12,11.8,1
False,164,42073,1984,1.72,10.0,3060.04,38.3,3
False,54,16970,1749,2.41,8.0,3952.53,35.5,3
False,64,17170,675,2.13,23.0,1520.49,12.0,1
False,128,34420,921,2.45,25.0,2112.49,15.4,1
False,50,34360,2108,2.45,12.0,5934.66,33.1,3
True,98,44230,547,1.69,21.0,858.25,8.7,1
False,96,38946,2389,2.71,9.0,7157.91,46.6,4
True,46,16126,1229,1.69,4.0,2007.31,23.8,2
True,7,39276,1718,2.47,6.0,4326.35,32.5,2
False,136,14507,878,1.95,15.0,1567.63,15.7,1
True,142,18489,720,2.62,2.0,2039.57,12.0,1
True,38,25799,2627,2.69,19.0,6038.36,45.2,4
True,111,36469,2623,2.47,15.0,6713.76,43.2,4
True,117,24069,2017,1.84,9.0,3603.98,37.3,3
True,85,17713,1557,2.01,12.0,2712.83,28.6,2
True,66,35503,878,1.95,4.0,1588.64,15.8,1
True,178,13851,92,2.79,5.0,229.42,1.5,1
False,62,36784,1175,2.48,18.0,3039.75,21.4,2
True,142,41428,1840,1.85,15.0,3109.5,35.6,3
False,199,16886,1229,1.69,14.0,1990.13,21.8,2
True,147,34811,2147,2.48,24.0,5624.53,34.7,3
False,204,22217,2147,2.48,23.0,4577.52,42.2,3
True,95,42990,2003,2.55,20.0,5361.23,36.6,3
False,231,16003,1271,2.02,6.0,2589.58,23.4,2
True,154,44149,597,2.33,20.0,1190.94,12.4,1
False,99,25144,2269,2.74,11.0,5940.84,41.7,3
True,69,41575,1576,2.54,4.0,4151.0,26.8,2
False,82,33062,1749,2.41,6.0,4268.37,27.6,3
True,163,41694,2332,2.12,3.0,5167.65,41.5,4
True,236,25381,2269,2.74,9.0,5623.27,44.2,3
False,0,29890,1718,2.47,2.0,3967.7,31.8,2
True,87,43617,712,1.94,21.0,1358.69,14.4,1
True,42,11144,3141,1.65,17.0,5067.8,53.5,5
False,220,23361,1311,2.71,5.0,3793.95,25.2,2
False,117,14936,921,2.45,21.0,2116.35,18.1,1
True,199,12111,2003,2.55,15.0,5320.3,34.1,3
False,105,18982,673,1.7,17.0,1077.54,12.0,1
False,38,10717,2729,2.5,23.0,6451.16,48.7,4
True,45,20175,92,2.79,10.0,243.06,1.6,1
True,62,22346,2332,2.69,6.0,5470.11,36.9,4
False,25,38182,1749,2.38,11.0,4080.05,27.9,3
True,7,25636,1130,1.81,12.0,1791.13,20.2,1
False,0,16214,476,2.06,12.0,905.96,9.4,1
False,203,21142,1984,1.72,23.0,3232.8,32.2,3
False,25,40944,878,1.95,23.0,1545.93,16.7,1
True,196,16852,673,1.7,4.0,1125.03,12.8,1
True,115,41532,557,1.95,17.0,1197.65,10.7,1
False,14,30987,1311,2.71,16.0,3856.38,21.9,2
True,149,36525,2623,2.47,19.0,6719.45,46.6,4
True,239,15444,673,1.7,17.0,1001.63,12.0,1
False,115,11864,2389,2.71,19.0,6412.15,40.3,4
True,103,23047,476,2.06,12.0,1086.18,8.2,1
False,24,22917,1749,2.41,13.0,4791.38,32.6,3
False,182,19103,1276,2.33,25.0,2604.31,22.1,2
True,128,44975,2017,1.84,21.0,3385.8,41.0,3
True,83,22814,1576,2.54,3.0,3740.43,28.2,2
False,98,11905,677,1.7,4.0,1260.34,13.4,1
True,0,25430,3141,1.65,2.0,5270.69,49.7,5
False,8,25317,762,2.62,19.0,2294.68,13.0,1
False,37,23302,1557,2.01,14.0,3022.82,29.1,2
False,79,21829,2003,2.55,15.0,5755.39,30.8,3
True,26,13336,762,2.62,9.0,2222.83,15.2,1
False,236,26313,1718,2.47,3.0,4353.5,26.3,2
True,119,18890,673,1.7,12.0,1047.03,12.3,1
True,227,27639,262,2.63,12.0,619.17,4.6,1
False,230,27368,2108,2.45,4.0,5707.66,34.2,3
False,124,30731,673,1.7,25.0,1061.2,12.5,1
False,51,38458,2627,2.69,14.0,8010.58,44.1,4
False,4,36842,2172,1.77,18.0,4220.28,38.0,3
True,64,11455,1984,1.72,14.0,3551.12,35.8,3
True,231,17196,2389,2.71,4.0,6049.43,43.9,4
True,77,13009,1749,2.38,23.0,3771.15,37.1,3
False,0,41763,92,2.79,11.0,260.04,1.8,1
False,211,44912,2108,2.45,19.0,5805.09,33.9,3
False,47,11902,2003,2.55,9.0,4411.27,38.5,3
False,122,30959,720,2.62,2.0,1646.55,12.6,1
True,34,11168,2003,2.55,14.0,4609.65,34.9,3
True,227,38669,697,2.08,10.0,1642.39,12.4,1
True,170,34416,1557,2.01,15.0,3268.75,31.1,2
True,94,25288,1984,1.72,3.0,3666.22,31.6,3
False,57,30434,262,2.63,16.0,599.56,4.2,1
False,146,27964,547,1.69,16.0,885.39,10.5,1
False,158,21279,1276,2.33,2.0,2635.12,24.9,2
False,99,24329,1130,1.81,9.0,1940.47,18.7,1
False,107,17624,1559,1.55,4.0,2237.8,27.0,2
False,115,26144,597,2.33,8.0,1249.41,9.5,1
True,119,24132,2172,1.77,14.0,4412.4,40.8,3
False,0,12165,2623,2.39,21.0,7003.01,43.1,4
True,148,30507,804,1.63,3.0,1394.28,12.2,1
True,0,34876,697,2.08,3.0,1652.67,12.0,1
True,167,36511,677,1.7,13.0,1313.85,11.5,1
True,4,26325,1429,2.51,15.0,3867.58,24.0,2
False,9,42436,697,2.08,11.0,1269.06,14.1,1
False,131,23977,1044,2.08,19.0,2135.66,21.5,1
True,109,39243,777,2.35,3.0,1979.72,15.8,1
False,172,22893,1216,2.75,6.0,2959.25,24.0,2
True,35,40021,878,1.95,14.0,1523.39,16.8,1
False,177,34556,2017,1.84,3.0,3662.4,34.8,3
False,147,15472,878,1.95,24.0,1523.8,16.7,1
False,0,42493,2561,1.52,15.0,4445.85,45.9,4
False,0,33217,1216,2.75,15.0,3523.48,20.2,2
True,137,36646,673,1.7,15.0,1236.55,12.2,1
True,39,24942,1840,1.85,23.0,3500.67,31.3,3
False,106,35500,1276,2.33,15.0,3020.25,25.4,2
True,195,35378,2332,2.12,15.0,4398.33,40.7,4
False,37,14364,519,2.27,25.0,1296.44,11.0,1
False,19,31798,921,2.45,25.0,1939.52,15.0,1
False,148,44655,557,1.95,17.0,1096.12,9.1,1
False,222,25706,2561,1.52,14.0,3345.69,47.1,4
False,168,11998,2108,2.45,18.0,5000.16,36.6,3
False,186,22124,675,2.13,17.0,1381.27,10.3,1
False,212,25258,519,2.27,25.0,1041.01,9.1,1
True,95,25694,2729,2.5,23.0,7272.73,45.4,4
False,18,17734,2108,2.45,22.0,4623.61,40.5,3
True,138,10200,262,2.63,20.0,784.83,4.6,1
True,0,28301,1718,2.47,7.0,4401.11,29.9,2
True,128,14096,1429,2.51,15.0,4081.85,25.9,2
False,0,21277,1559,1.55,6.0,2118.58,30.1,2
False,66,31310,2108,2.45,13.0,4391.21,41.4,3
True,27,21467,3141,1.65,17.0,5086.61,56.4,5
False,199,23658,677,1.7,5.0,1237.48,12.3,1
False,164,41949,1204,2.14,23.0,2413.43,22.5,2
False,48,12575,1044,2.08,12.0,2030.47,17.5,1
True,79,26509,1271,2.33,6.0,3066.89,23.6,2
True,11,18742,2172,1.77,4.0,3575.93,38.2,3
True,91,32043,878,1.95,25.0,1540.88,15.7,1
False,92,11604,2003,2.55,17.0,5739.02,38.7,3
False,111,16182,720,2.62,9.0,2130.14,12.6,1
True,126,22248,1271,2.02,20.0,2510.99,21.6,2
False,99,26411,697,2.08,11.0,1630.58,11.2,1
False,75,28054,1557,2.01,3.0,3150.13,28.1,2
False,117,22274,2172,1.77,23.0,3931.37,33.9,3
True,48,30344,1229,1.69,10.0,2209.79,19.6,2
False,198,14882,677,1.7,25.0,1182.13,13.2,1
False,170,21798,712,1.94,15.0,1472.49,12.7,1
True,230,38459,2147,2.48,11.0,5598.78,42.2,3
False,230,39395,2389,2.71,15.0,6580.76,44.3,4
True,158,34401,1130,1.81,5.0,2231.78,21.4,1
False,166,29399,2332,2.69,11.0,6197.33,38.6,4
True,208,16868,262,2.63,14.0,610.11,4.2,1
True,198,28637,2269,2.74,15.0,5911.29,44.5,3
False,174,38737,2561,1.52,17.0,3516.86,48.3,4
False,141,40876,1557,2.01,18.0,3415.98,30.0,2
False,199,40627,675,2.13,9.0,1325.34,12.6,1
False,86,12198,1204,2.14,13.0,2895.78,22.2,2
True,82,21788,777,2.35,3.0,2086.3,12.9,1
False,219,13312,92,2.79,20.0,258.67,1.6,1
True,234,41098,2259,1.99,10.0,4884.21,41.9,3
True,50,34515,712,1.94,18.0,1587.64,13.1,1
True,153,33834,878,1.95,13.0,1718.61,16.3,1
False,132,38543,1984,1.72,14.0,3150.73,31.1,3
True,190,11463,1559,1.55,20.0,2674.54,25.4,2
False,206,21972,1840,1.85,15.0,3495.45,32.3,3
False,9,32916,3141,1.65,19.0,4471.49,53.6,5
False,198,19724,1271,2.33,15.0,2777.76,20.6,2
True,60,10478,1749,2.41,13.0,4039.24,34.5,3
True,228,22754,1311,2.71,17.0,3070.54,27.0,2
False,208,26130,557,1.95,11.0,1014.9,9.5,1
False,16,32304,804,1.63,22.0,1131.5,14.2,1
False,143,39617,1984,1.72,6.0,3797.57,38.0,3
False,96,40394,673,1.7,5.0,1214.62,11.7,1
False,154,16256,1175,2.48,11.0,3282.31,23.2,2
True,100,43218,2017,1.84,20.0,3449.57,36.2,3
True,215,19426,2623,2.39,6.0,5485.1,42.0,4
True,133,21612,1576,2.54,24.0,4236.88,24.8,2
True,161,38025,2332,2.69,11.0,5762.56,41.2,4
True,128,14261,1229,1.69,21.0,1864.79,21.7,2
False,149,23805,2172,1.77,25.0,4219.59,38.7,3
False,0,20564,712,1.94,17.0,1338.06,11.5,1
True,149,27003,1311,2.71,6.0,4081.04,21.7,2
False,0,13256,519,2.27,10.0,1302.69,10.1,1
False,77,32326,1840,1.85,11.0,3407.67,32.0,3
False,91,15873,519,2.27,23.0,1091.23,9.0,1
True,175,13510,2627,2.69,7.0,6376.64,46.0,4
False,76,36395,1204,2.14,23.0,2229.75,23.3,2
False,180,38534,1276,2.33,15.0,3305.86,19.7,2
False,223,34170,557,1.95,23.0,1162.6,9.2,1
False,54,24151,476,2.06,7.0,1029.02,8.7,1
False,68,32899,1311,2.71,12.0,4037.42,25.8,2
False,157,44365,2729,2.5,11.0,6383.12,52.3,4
False,14,30443,2172,1.89,18.0,3717.76,37.7,3
False,169,20687,804,1.63,23.0,1253.79,13.9,1
False,19,37630,519,2.27,21.0,1234.29,10.2,1
True,101,32236,3141,1.65,3.0,4557.15,58.4,5
False,124,26598,597,2.33,3.0,1596.34,11.1,1
True,21,30208,1984,1.72,20.0,3300.57,39.0,3
False,65,18845,2269,2.74,21.0,6018.52,47.1,3
False,1,41785,2627,2.69,6.0,7083.78,44.8,4
False,8,44425,92,2.79,25.0,251.07,1.5,1
False,212,35253,720,2.62,21.0,1626.81,11.9,1
True,37,17812,1840,1.85,9.0,3320.93,32.3,3
True,96,40891,2561,1.52,4.0,4254.83,51.1,4
True,114,35207,1559,1.55,20.0,2755.32,25.7,2
True,18,18879,3141,1.65,21.0,4801.19,53.2,5
False,91,20974,2561,1.52,18.0,3680.22,41.3,4
False,15,24812,2332,2.12,11.0,4663.43,42.5,4
True,7,10285,1576,2.54,19.0,4117.39,28.6,2
True,70,43379,1749,2.41,6.0,4258.88,27.6,3
False,0,14802,597,2.33,2.0,1202.23,10.1,1
False,0,39034,476,2.06,4.0,851.54,8.8,1
True,0,13752,640,2.19,20.0,1246.19,11.1,1
True,237,40076,2172,1.89,4.0,4380.84,39.2,3
True,101,33776,1749,2.38,21.0,3956.41,32.3,3
True,30,25825,1557,2.01,21.0,3220.22,25.8,2
True,60,34330,597,2.33,11.0,1578.73,12.5,1
False,125,14588,547,1.69,17.0,940.72,9.0,1
True,89,24004,712,1.94,4.0,1501.11,12.0,1
False,0,18382,1984,1.72,22.0,3451.55,36.8,3
False,0,33427,92,1.61,10.0,151.39,1.5,1
True,0,27220,1130,1.81,21.0,1742.14,18.7,1
False,223,26156,1276,2.33,22.0,3357.94,20.5,2
False,0,30726,3141,1.65,10.0,4539.52,52.6,5
True,71,38780,670,2.07,23.0,1568.32,11.5,1
False,211,31510,2623,2.47,25.0,6843.29,46.1,4
True,49,20021,712,1.94,23.0,1520.58,11.8,1
True,213,27560,476,2.06,5.0,905.63,8.6,1
True,238,22005,2017,1.84,23.0,3271.23,40.1,3
True,121,40540,2172,1.89,14.0,4022.25,35.4,3
False,226,13662,1984,1.72,3.0,3680.78,32.8,3
True,31,35918,2172,1.77,10.0,3434.46,37.9,3
True,97,16591,597,2.33,4.0,1380.95,9.8,1
False,154,31802,712,1.94,9.0,1444.81,13.4,1
True,112,38386,262,2.63,2.0,769.39,4.2,1
False,87,24799,92,2.79,15.0,238.95,1.7,1
False,123,20039,1840,1.85,6.0,3682.91,34.1,3
False,139,13986,2332,2.12,4.0,4675.2,39.9,4
False,77,34853,167,2.42,12.0,412.18,3.3,1
False,118,22606,1429,2.51,25.0,3078.23,28.3,2
False,16,38842,2108,2.45,7.0,4586.86,41.0,3
True,110,14646,1557,2.01,17.0,3569.05,29.6,2
True,119,25558,878,1.95,15.0,1879.48,17.3,1
False,222,21999,2172,1.77,20.0,3710.23,41.7,3
False,61,11679,2623,2.47,19.0,7267.93,47.4,4
False,0,36576,720,2.62,5.0,1621.35,12.4,1
True,28,13590,2729,2.5,25.0,6619.85,49.8,4
False,136,26972,777,2.35,7.0,1760.06,14.2,1
False,40,11786,878,1.95,12.0,1541.57,15.7,1
True,174,40406,2147,2.48,10.0,4695.28,41.7,3
False,105,29892,1749,2.41,8.0,4454.35,30.5,3
False,60,10853,1311,2.71,6.0,3613.77,23.3,2
False,205,22816,1749,2.38,3.0,3694.34,34.0,3
False,0,29737,519,2.27,21.0,1016.12,8.4,1
True,0,44613,1216,2.75,15.0,3147.86,21.5,2
False,56,23207,878,1.95,6.0,1928.66,14.8,1
False,179,25894,673,1.7,15.0,1052.96,13.8,1
True,8,23851,519,2.27,14.0,1249.77,8.8,1
True,77,43894,2623,2.39,11.0,6279.12,54.6,4
False,216,42305,476,2.06,5.0,849.92,7.6,1
True,75,23546,878,1.95,9.0,1672.2,16.7,1
True,227,38469,1229,1.69,3.0,2076.65,21.2,2
True,0,39238,1576,2.54,20.0,3519.51,25.0,2
False,0,31262,1311,2.71,5.0,3472.86,26.4,2
True,128,43617,1216,2.75,11.0,3382.34,21.5,2
True,230,36612,547,1.69,13.0,941.42,10.1,1
False,39,37871,640,2.19,23.0,1315.26,10.4,1
False,34,22782,1557,2.01,18.0,3388.92,31.3,2
False,71,17429,1204,2.14,15.0,2413.59,22.9,2
True,224,40407,2389,2.71,19.0,6842.25,40.7,4
True,149,14475,2269,2.74,5.0,7109.56,45.4,3
True,136,11190,3141,1.65,3.0,5424.6,56.2,5
False,11,21374,2017,1.84,20.0,3295.06,32.7,3
False,0,29065,2259,1.99,20.0,3922.8,38.0,3
True,236,16394,675,2.13,11.0,1628.61,12.1,1
True,154,17529,1557,2.01,14.0,2670.54,25.9,2
True,239,44838,2172,1.89,11.0,4413.28,34.0,3
False,201,23801,2172,1.89,15.0,3551.49,41.5,3
False,115,32223,2269,2.74,2.0,6406.34,40.1,3
False,119,36814,2172,1.89,25.0,4097.05,41.4,3
False,0,26386,2147,2.48,14.0,4719.19,41.5,3
False,131,15645,804,1.63,7.0,1464.88,13.5,1
False,29,41562,2389,2.71,20.0,6319.22,46.1,4
True,0,43142,2017,1.84,6.0,3661.82,33.9,3
True,0,12661,673,1.7,6.0,1247.52,11.6,1
False,160,13537,1429,2.51,17.0,4094.11,26.7,2
False,140,37331,2332,2.12,8.0,5554.95,39.7,4
